Issue ID,Issue Title,Description,Issue URL,Project,Status,Priority,Component,Version,Created,wcag_sc,ai_wcag,acr_note,dev_note
3269342,"""Edit"" cog icon for Field UI does not meet contrast minimums when in forced colors","""Edit"" cog icon for Field UI does not meet contrast minimums when in forced colors",https://www.drupal.org/project/drupal/issues/3269342,drupal,Active,Normal,field_ui.module,11.x-dev,3 years 9 months,1.4.11,1.4.11,"The “Edit” cog icon within the Field UI may present a contrast issue when displayed using forced colors, potentially impacting users with low vision who rely on sufficient color contrast to perceive the icon and its associated functionality.",
3037742,The toggle that makes Contextual Links visible at all times might not be sufficiently discoverable,The toggle that makes Contextual Links visible at all times might not be sufficiently discoverable,https://www.drupal.org/project/drupal/issues/3037742,drupal,Active,Major,layout_builder.module,11.x-dev,6 years 9 months,1.4.11,1.4.11,Users may experience difficulty locating and enabling the Contextual Links feature due to a lack of discoverability of the associated toggle control. This could lead to users missing out on important contextual information.,This issue suggests a potential problem with the discoverability of the toggle that controls the persistent visibility of Contextual Links. The primary focus should be on ensuring the toggle is clearly labeled and positioned within the UI to meet WCAG 2.2 success criteria.
2848549,Refine the layout selection UI,Refine the layout selection UI,https://www.drupal.org/project/drupal/issues/2848549,drupal,Active,Major,layout_discovery.module,11.x-dev,8 years 10 months,1.4.11,1.4.11,"The issue description, “Refine the layout selection UI,” is vague and does not directly describe a specific accessibility barrier. Without further details about the current UI and the intended changes, it is impossible to determine if an accessibility issue exists. It’s possible this issue relates to screen reader compatibility with the layout selection options, but this cannot be confirmed.","To address this issue, first, understand the *specific* layout selection UI being referred to. The developer team should conduct a thorough accessibility audit of the existing UI, focusing on screen reader compatibility.  Specifically, investigate the following:"
3273806,WCAG color constrast fails on toolbar direction icon,WCAG color constrast fails on toolbar direction icon,https://www.drupal.org/project/drupal/issues/3273806,drupal,Active,Normal,toolbar.module,11.x-dev,3 years 8 months,1.4.11,1.4.11,"The toolbar direction icon may not meet WCAG color contrast requirements, potentially presenting a barrier for users with low vision who rely on visual cues to differentiate between icons and their backgrounds.",
2919837,Accessibility Issues with Off-Canvas dialog,Accessibility Issues with Off-Canvas dialog,https://www.drupal.org/project/drupal/issues/2919837,drupal,Active,Normal,settings_tray.module,11.x-dev,8 years 1 month,1.4.12,1.4.12,"Users with disabilities may experience difficulty interacting with an off-canvas dialog due to potential lack of keyboard operability, screen reader navigation challenges, and insufficient focus management. The issue, as described, highlights a potential barrier to equitable access.","The reported issue – ""Accessibility Issues with Off-Canvas dialog"" – requires investigation into the specific implementation. The primary focus should be on ensuring the off-canvas dialog is fully operable via keyboard navigation.  Specifically, the following steps are recommended:"
3448100,In the mobile version of navigation the close button is not accessible by the keyboard,In the mobile version of navigation the close button is not accessible by the keyboard,https://www.drupal.org/project/drupal/issues/3448100,drupal,Needs work,Normal,navigation.module,11.x-dev,1 year 7 months,2.1.1,2.1.1,"The mobile navigation close button is not usable with keyboard navigation, preventing keyboard-only users from closing the navigation menu. This impacts users who rely on keyboard navigation for accessibility and potentially reduces usability for all users.",This issue indicates a failure to implement proper keyboard focus management within the mobile navigation. The primary solution should be to ensure the close button receives keyboard focus automatically when the navigation is open.
3541741,Close only lowest-level submenu with Escape key,Close only lowest-level submenu with Escape key,https://www.drupal.org/project/drupal/issues/3541741,drupal,Active,Normal,navigation.module,11.x-dev,4 months 2 days,2.1.1,2.1.1,Users relying on keyboard navigation may be unable to close lower-level submenus consistently with the Escape key. This restricts their ability to navigate the interface efficiently and potentially leads to frustration.,"This issue relates to the interaction between the Escape key and nested submenus. The intended behavior, as described, is to close only the lowest-level submenu. Here's a breakdown of how to address this:"
3081515,"Add a new, accessible datepicker library to avoid using native browser datepickers for accessibility and consistency","Add a new, accessible datepicker library to avoid using native browser datepickers for accessibility and consistency",https://www.drupal.org/project/drupal/issues/3081515,drupal,Active,Normal,datetime.module,11.x-dev,6 years 3 months,2.1.1,2.1.1,"Users relying on screen readers may experience inconsistent date selection and reduced control due to the inherent limitations of native browser datepickers. This can lead to difficulty in accurately setting dates, negatively impacting usability for individuals with disabilities.","This issue highlights the importance of using an accessible datepicker library to improve the user experience for users with disabilities. The first step is to evaluate the existing date input field’s semantic structure. Ensure the `<input type=""date"">` element is correctly implemented and appropriately associated with a visible label using the `<label>` element. The label should be programmatically associated with the input field using the `for` attribute."
2634854,Add dropdowns to horizontal toolbar menu (as with 'admin toolbar' in contrib),Add dropdowns to horizontal toolbar menu (as with 'admin toolbar' in contrib),https://www.drupal.org/project/drupal/issues/2634854,drupal,Needs work,Major,toolbar.module,11.x-dev,10 years 6 days,2.1.1,2.1.1,"Users relying on screen readers may experience difficulty navigating and operating the horizontal toolbar menu if it utilizes only links instead of dropdowns. This limits their ability to access menu items and perform actions, potentially creating a barrier to usability.",The request to implement dropdowns for the horizontal toolbar menu suggests a lack of keyboard accessibility and potentially a poor user experience for keyboard and switch control users. The current implementation (presumably links) doesn’t meet WCAG requirements for accessible navigation.
2933984,508 Compliance - Tooltips not displayed for keyboard navigation,508 Compliance - Tooltips not displayed for keyboard navigation,https://www.drupal.org/project/drupal/issues/2933984,drupal,Active,Normal,field system,11.x-dev,7 years 11 months,2.1.1,2.1.1,"Users relying on keyboard navigation may be unable to access tooltips providing contextual information about interactive elements. This prevents users with motor impairments or those who prefer keyboard-only interaction from fully understanding the functionality and purpose of these elements, potentially hindering their ability to complete tasks.","This issue likely relates to tooltips not being announced via keyboard navigation. Tooltips are typically presented as focus-indicating elements, making them accessible via keyboard.  The first step is to ensure the tooltip element is a focusable interactive element (e.g., `<button>`, `<input>`, `<select>`). If the tooltip is generated dynamically, investigate how keyboard focus is handled during the element’s creation and ensure the tooltip element receives focus appropriately."
3042516,Re-evaluate whether Contextual Links are the best interaction for configuring/moving/deleting blocks in Layout Builder,Re-evaluate whether Contextual Links are the best interaction for configuring/moving/deleting blocks in Layout Builder,https://www.drupal.org/project/drupal/issues/3042516,drupal,Active,Major,layout_builder.module,11.x-dev,6 years 9 months,2.1.1,2.1.1,The issue title is reasonable and accurately reflects the core concern of evaluating the Contextual Links' effectiveness for Layout Builder block configuration actions.,"Let’s prioritize a review of the interaction model. The current design uses Contextual Links, which aren’t ideal for direct, focused manipulation of UI elements. The goal is to provide users with a straightforward way to trigger block movements, deletions, and configuration changes."
3210434,Olivero: Header menu should not close if menu item has focus,Olivero: Header menu should not close if menu item has focus,https://www.drupal.org/project/drupal/issues/3210434,drupal,Needs work,Normal,Olivero theme,11.x-dev,4 years 7 months,2.1.1,2.1.1,Users with keyboard-only navigation may be unable to access menu items within the Olivero header menu if they are already focused. This prevents users from navigating the menu structure using the Tab key and potentially leads to frustration and exclusion.,This issue suggests a conflict between the header menu's behavior and keyboard focus management. The likely cause is an event listener on the header menu itself that's prematurely closing the menu when a menu item receives focus.
3246422,Keyboard Navigation: Arrow Keys in menu for Olivero,Keyboard Navigation: Arrow Keys in menu for Olivero,https://www.drupal.org/project/drupal/issues/3246422,drupal,Active,Normal,Olivero theme,11.x-dev,4 years 1 month,2.1.1,2.1.1,"Users navigating with a keyboard, specifically utilizing arrow keys, may encounter difficulty accessing menu items within the Olivero menu. This restricts their ability to interact with the website effectively and potentially prevents completion of tasks.","The issue description indicates a problem with keyboard navigation within the Olivero menu. To resolve this, the developer should first investigate the HTML structure of the menu.  Specifically, ensure that each menu item is contained within a `<button>` element or a `<div>` with appropriate `tabindex` attributes if necessary to allow focus.  If the menu is a dropdown triggered by a `<div>`, then ensure that the dropdown is also a `<button>` element.  Avoid using `<div>` elements for navigation; leverage semantic HTML where possible.  If using ARIA, the `role=""menu""`, `role=""menuitem""`, and `aria-haspopup=""true""` attributes should be used on the parent menu container and menu items respectively.  Ensure the `tabindex` attribute is appropriately managed to maintain correct keyboard focus order. Consider using a standard, accessible menu pattern (e.g., a “flyout” menu triggered by a click on a button).  Prioritize native keyboard navigation over ARIA attributes."
2915762,Return to tab position when exiting dialog opened from contextual link,Return to tab position when exiting dialog opened from contextual link,https://www.drupal.org/project/drupal/issues/2915762,drupal,Needs work,Normal,contextual.module,11.x-dev,8 years 2 months,2.1.1,2.1.1,"Users navigating a website via keyboard or assistive technology may experience a disruption in their workflow when exiting a dialog opened from a contextual link. The lack of a mechanism to restore the user's previous tab position can increase cognitive load and potentially lead to frustration, impacting overall usability.",This issue describes a potential disruption in tab navigation. The core problem is the loss of tab state when a dialog is closed after being opened from a contextual link. The recommended approach prioritizes semantic HTML.
3093461,Let users disable animation in Olivero,Let users disable animation in Olivero,https://www.drupal.org/project/drupal/issues/3093461,drupal,Needs work,Normal,Olivero theme,11.x-dev,6 years 1 month,2.3.3,2.3.3,"Users with sensitivities to motion or cognitive impairments may experience distraction, discomfort, or difficulty understanding content due to the presence of animation in Olivero. The issue report highlights a user need for control over this functionality.",This issue indicates a need for user control over animations. The first step is to identify all instances of animation within the Olivero application.
3370946,Page title should contextualize the local navigation,Page title should contextualize the local navigation,https://www.drupal.org/project/drupal/issues/3370946,drupal,Needs work,Normal,base system,11.x-dev,2 years 5 months,2.4.2,2.4.2,"Users may experience difficulty understanding the purpose and context of the local navigation if the page title does not provide sufficient information. This can lead to confusion and increased cognitive load, potentially hindering users' ability to navigate the website effectively.","The reported issue suggests a lack of contextual information within the page title regarding the local navigation.  The primary solution is to revise the page title to explicitly state the section or area of the website the local navigation represents. For example, if the navigation leads to a ""Products"" section, the page title should include “Products”."
3207233,Improve the visual indication of the active workspace in the Workspaces listing UI,Improve the visual indication of the active workspace in the Workspaces listing UI,https://www.drupal.org/project/drupal/issues/3207233,drupal,Needs work,Major,workspaces.module,11.x-dev,4 years 8 months,2.4.2,2.4.2,"Users relying on screen readers may have difficulty identifying the currently active workspace within the Workspaces listing UI. The lack of clear visual indication creates a barrier to efficient navigation and task completion, potentially leading to user confusion and frustration.","To address this, prioritize implementing a semantic HTML solution. Specifically, consider using a `<span role=""button"">` element with a visually distinct style (e.g., a change in background color or border) to highlight the active workspace item within the list.  The `aria-selected` attribute on the appropriate list item should be set to ‘true’ when the workspace is active. This provides programmatic identification for assistive technologies. Avoid purely relying on CSS for visual indication; ensure sufficient color contrast between the active and inactive states.  If the listing utilizes a table structure, use `scope=""row""` within the table data cells to correctly associate the role and state with the relevant row.  Test with a screen reader (e.g., NVDA, VoiceOver) to verify the proper announcement and interaction."
2509716,Allow global tokens (and therefore page numbers) in display title,Allow global tokens (and therefore page numbers) in display title,https://www.drupal.org/project/drupal/issues/2509716,drupal,Needs work,Normal,views.module,11.x-dev,10 years 6 months,2.4.2,2.4.2,"Users relying on screen readers may experience difficulty determining the current page number when a display title includes global page numbers. This impacts navigation and content understanding, potentially causing confusion and frustration.",This issue concerns the presentation of page numbers within a display title. The core accessibility concern is ensuring screen reader users can correctly identify the current page within a multi-page document or application.
3506324,Redundant aural interface and the general interaction with CKEditor toolbar configuration,Redundant aural interface and the general interaction with CKEditor toolbar configuration,https://www.drupal.org/project/drupal/issues/3506324,drupal,Active,Normal,ckeditor.module,11.x-dev,10 months 1 week,2.4.3,2.4.3,Users may experience difficulty navigating and interacting with the CKEditor toolbar due to a potentially redundant aural interface and unclear interaction patterns. This could lead to increased cognitive load and reduced usability for users who rely on assistive technologies.,This issue requires investigation into the implementation of the CKEditor toolbar interaction for screen reader users. The description indicates a potential redundancy in the aural feedback and unclear interaction design.
3395355,With an open dialog modal also elements in the background are added to the accessibility object model,With an open dialog modal also elements in the background are added to the accessibility object model,https://www.drupal.org/project/drupal/issues/3395355,drupal,Active,Normal,javascript,11.x-dev,2 years 2 months,2.4.3,2.4.3,"Users may experience difficulty navigating the application when a dialog modal is open, due to the accessibility object model including background elements. This can lead to unintended focus behavior and increased cognitive load for users utilizing assistive technologies.","The reported issue suggests that elements within the page’s background are unintentionally being added to the accessibility object model when a dialog modal is open. This typically occurs when the dialog modal’s z-index is not properly managed, allowing it to overlap content and, consequently, the object model reflects that overlap."
2973114,"When enabling or disabling a block, don't move the focus to the top of the page","When enabling or disabling a block, don't move the focus to the top of the page",https://www.drupal.org/project/drupal/issues/2973114,drupal,Active,Normal,block.module,11.x-dev,7 years 7 months,2.4.3,2.4.3,Users may experience difficulty navigating the website after enabling or disabling a block due to the focus being moved to the top of the page. This can disrupt the user's current context and increase the cognitive load required to continue their task.,This issue describes a common interaction pattern where enabling/disabling a block shifts focus unexpectedly. The primary solution should be to maintain focus on the block itself.
3019849,Return focus to point of action when the off-canvas dialog closes,Return focus to point of action when the off-canvas dialog closes,https://www.drupal.org/project/drupal/issues/3019849,drupal,Active,Normal,layout_builder.module,11.x-dev,7 years 1 week,2.4.3,2.4.3,Users relying on keyboard navigation may experience a loss of focus and difficulty resuming interaction with the primary action element after a close operation on an off-canvas dialog. This impacts users who navigate using the Tab key or other keyboard shortcuts.,"This issue highlights a potential barrier to keyboard accessibility when navigating off-canvas dialogs. The primary solution should prioritize using semantic HTML to manage focus. Specifically, when the dialog closes, the focus should be programmatically returned to the relevant interactive element (e.g., a button, link, or form field) within the main content area."
3042107,Layout Builder actions are inconvenient to access via keyboard navigation,Layout Builder actions are inconvenient to access via keyboard navigation,https://www.drupal.org/project/drupal/issues/3042107,drupal,Active,Major,layout_builder.module,11.x-dev,6 years 9 months,2.4.3,2.4.3,"Users with disabilities who rely on keyboard navigation may experience difficulty accessing and utilizing Layout Builder actions, leading to a reduced ability to independently modify and manage page layouts. This creates a barrier to full participation and usability.","This issue indicates a problem with keyboard accessibility within the Layout Builder’s action panel. The primary focus should be on leveraging semantic HTML to provide a logical and discoverable structure for the actions. Specifically, explore using a `<nav>` element to encapsulate the action buttons and clearly define a header role with a `<header>` element containing appropriate ARIA labels for each action."
2925295,Make sure controls within hidden content are not focusable,Make sure controls within hidden content are not focusable,https://www.drupal.org/project/drupal/issues/2925295,drupal,Active,Normal,theme system,11.x-dev,8 years 4 weeks,2.4.3,2.4.3,"Hidden content containing focusable controls can create a significant barrier for keyboard and assistive technology users. These users may be unable to access or navigate the content within the hidden element, effectively excluding them from information or functionality.",This issue addresses the accessibility of hidden content by preventing focusable controls within it.  The core principle is to ensure that hidden content does not contribute to keyboard navigation or provide unintended access paths.
3273086,Differing focus order for CKEditor plugin settings for viewports smaller and larger than 1360px,Differing focus order for CKEditor plugin settings for viewports smaller and larger than 1360px,https://www.drupal.org/project/drupal/issues/3273086,drupal,Active,Normal,Claro theme,11.x-dev,3 years 8 months,2.4.3,2.4.3,"Users with keyboard-only navigation may experience difficulty navigating the CKEditor plugin settings when the viewport width is between 1360px and 1360px, as the focus order may be inconsistent across different screen sizes. This impacts users who rely on keyboard interaction to access content and features.","This issue appears to be related to the CKEditor plugin's internal focus order management, specifically how it handles responsiveness. The reported difference in focus order across viewport sizes (smaller than and larger than 1360px) suggests a lack of a consistent and predictable focus order strategy."
3439721,"Make the link descriptions more descriptive, helpful, and clear.","Make the link descriptions more descriptive, helpful, and clear.",https://www.drupal.org/project/drupal/issues/3439721,drupal,Needs work,Normal,navigation.module,11.x-dev,1 year 8 months,2.4.4,2.4.4,Users may experience difficulty understanding the purpose and function of links due to vague or unclear descriptions. This impacts users who rely on screen readers or other assistive technologies to navigate and interact with the website.,"The issue reports a need for more descriptive link text. This suggests that existing link text is insufficient to convey the destination or purpose of the link to users with disabilities.  Developers should review all links and ensure the `title` attribute or associated link text provides a clear and concise description of the link's destination. Prioritize using semantic HTML. For example, ensure the `href` attribute accurately represents the link destination. If the semantic meaning isn't sufficient (e.g., a complex internal link), use ARIA attributes such as `aria-label` to provide a descriptive label.  Example: `<a href=""/about-us"" aria-label=""Navigate to the About Us page"">About Us</a>`.  Avoid excessive use of ARIA; always strive for the most semantic HTML solution first. Check for redundant or misleading link text that doesn't clearly indicate the destination."
3310147,Improve the visually-hidden label for drop buttons,Improve the visually-hidden label for drop buttons,https://www.drupal.org/project/drupal/issues/3310147,drupal,Active,Normal,Claro theme,11.x-dev,3 years 3 months,2.4.4,2.4.4,Users relying on screen reader technology may experience difficulty understanding the purpose and function of drop buttons if the visually-hidden label is not clearly associated with the button itself. This creates a barrier to effective interaction and potentially prevents users from completing tasks.,"The issue relates to the accessibility of visually-hidden labels associated with drop buttons. While visually-hidden labels can be useful in certain situations, they should *never* be relied upon as the primary means of conveying the button's purpose to screen reader users.  The core problem is a lack of sufficient context."
2614950,Add option for visually-hidden block titles,Add option for visually-hidden block titles,https://www.drupal.org/project/drupal/issues/2614950,drupal,Needs work,Normal,block.module,11.x-dev,10 years 1 month,2.4.6,2.4.6,"Users with screen reader assistive technology may encounter difficulty understanding the content of visually-hidden block titles. Without explicit visual labels, screen readers cannot effectively convey the purpose and context of these sections, potentially leading to a reduced understanding of the page structure and content.","The issue describes a need for visible titles associated with visually-hidden block elements.  The primary solution should always be to ensure these block elements are properly structured using semantic HTML.  If a visually-hidden element is genuinely intended to be displayed only under specific conditions (e.g., advanced user settings), an appropriate, accessible title should be included within the visible content."
3277785,Allow wrapping field labels in a heading tag,Allow wrapping field labels in a heading tag,https://www.drupal.org/project/drupal/issues/3277785,drupal,Needs work,Normal,field system,11.x-dev,3 years 7 months,2.4.6,2.4.6,Users relying on screen readers may experience difficulty understanding the relationship between a field label and its associated form field if the label is contained within a heading. This can lead to confusion regarding the purpose and content of the form element.,...
3293673,[ATAG] Text editor should alert user when headings are out of order,[ATAG] Text editor should alert user when headings are out of order,https://www.drupal.org/project/drupal/issues/3293673,drupal,Active,Normal,filter.module,11.x-dev,3 years 5 months,2.4.6,2.4.6,"Users relying on screen readers to navigate content may experience confusion and difficulty locating headings if they are not in a logical, sequential order. This can significantly impede their ability to understand the document’s structure and content.","This issue addresses a critical accessibility barrier related to document structure and navigation. The primary solution should prioritize utilizing semantic HTML for heading ordering. Ensure that `<h1-h6>` elements are nested in a logical sequence, reflecting the document’s intended content hierarchy."
2822778,Modal popups in views is not showing properly when toolbar tray is upon modal,Modal popups in views is not showing properly when toolbar tray is upon modal,https://www.drupal.org/project/drupal/issues/2822778,drupal,Needs work,Major,toolbar.module,11.x-dev,9 years 1 month,2.4.7,2.4.7,"Modal popups within views may be inaccessible if the toolbar tray’s presence interferes with the proper presentation or interaction with the modal. Users with disabilities relying on keyboard navigation, screen reader technology, or assistive devices may experience difficulty accessing content within the modal.","This issue likely stems from a layout conflict between the views toolbar tray and the modal popup. The primary solution should focus on leveraging semantic HTML to achieve the desired layout. Specifically, investigate if the toolbar tray is overlapping the modal’s content area or obscuring interactive elements."
3200584,Olivero's focus state outline can get cut off certain situations,Olivero's focus state outline can get cut off certain situations,https://www.drupal.org/project/drupal/issues/3200584,drupal,Needs work,Normal,Olivero theme,11.x-dev,4 years 9 months,2.4.7,2.4.7,The focus state outline for Olivero may present a visual barrier to users with low vision or those who rely on keyboard navigation. The outline’s potential for truncation could disrupt the user’s ability to accurately locate interactive elements within the interface.,"The issue describes a potential visual overflow of the focus outline. This requires investigation to determine *why* the outline is being cut off in specific scenarios. The first step is to review the CSS that styles the focus state outline. Ensure the outline’s width is appropriately sized for the target element's dimensions and padding.  Specifically, check if the outline’s width is fixed in pixels (px) instead of a relative unit like percentages (%) or viewport units (vw/vh). If the width is fixed, it will likely fail in different screen sizes or with varying content."
3270230,Toolbar focus styles are not sufficiently obvious to know where your focus is,Toolbar focus styles are not sufficiently obvious to know where your focus is,https://www.drupal.org/project/drupal/issues/3270230,drupal,Needs work,Normal,toolbar.module,11.x-dev,3 years 9 months,2.4.7,2.4.7,"Users with disabilities, particularly those using screen readers, may have difficulty determining which element within the toolbar has keyboard focus. This impacts their ability to navigate and interact with the toolbar effectively, potentially hindering access to important functions.","The issue describes insufficient visual focus indicators for toolbar elements. To address this, prioritize the following:"
3163765,Add option to un-sticky table headers to benefit assistive tech users,Add option to un-sticky table headers to benefit assistive tech users,https://www.drupal.org/project/drupal/issues/3163765,drupal,Needs work,Normal,javascript,11.x-dev,5 years 4 months,2.4.7,2.4.7,"Users relying on screen readers may experience difficulty navigating tables with sticky headers, as the content shifts out of sync with the screen reader’s focus. This can lead to a disjointed and confusing user experience, hindering effective access to tabular data.","The issue describes a usability concern related to sticky table headers. The primary solution is to ensure the table headers are not fixed to the top of the viewport. This is achieved through standard HTML table structure and CSS.  Specifically, avoid using `position: sticky` on the `thead` element.  Instead, allow the table headers to scroll with the content. If the table content exceeds the viewport height, a standard scrollbar will automatically appear, providing access to all rows.  If `thead` scrolling is not desired, the content within the `thead` should be contained within the `table` element using `overflow-y: auto;` on the `table` element and appropriately sized rows within the `tr` elements.  ARIA is *not* required in this scenario; the native HTML behavior provides the necessary accessibility."
3272607,opening a field formatter on manage form display redorders the tab order and the user starts again at show row weights,opening a field formatter on manage form display redorders the tab order and the user starts again at show row weights,https://www.drupal.org/project/drupal/issues/3272607,drupal,Active,Normal,Claro theme,11.x-dev,3 years 8 months,2.4.7,2.4.7,"The user reports a disruption in the tab order and a return to the ""show row weights"" page after opening a field formatter on the manage form display reorder functionality. This impacts the user's ability to navigate the interface using the keyboard, potentially preventing access for keyboard-only users and disrupting the flow of task completion.","This issue likely stems from incorrect handling of focus management during the field formatter’s opening and closing. The primary focus should be on leveraging semantic HTML to manage the tab order. Specifically, investigate the HTML structure surrounding the field formatter and the ""show row weights"" page. Ensure these elements are logically grouped and that the tab order is correctly established through the document order."
1919940,"Build API to Replace Links using Title Attributes with Proper Accessible, Themable Tooltips","Build API to Replace Links using Title Attributes with Proper Accessible, Themable Tooltips",https://www.drupal.org/project/drupal/issues/1919940,drupal,Needs work,Normal,theme system,11.x-dev,12 years 10 months,2.4.7,2.4.7,"Users may experience difficulty accessing content if links are replaced with title attributes without sufficient ARIA attributes and theming. This can impact users who rely on screen readers for navigation and information access, particularly those with cognitive disabilities or visual impairments. The current approach may not adequately convey the link’s destination and functionality.","The described issue proposes replacing links with title attributes and themable tooltips. This is generally not an accessible solution. Title attributes are primarily intended for providing brief descriptions of images and are not a substitute for proper link semantics. To address this, prioritize the following:"
3044440,Improve tab navigation by providing 'details' elements with a default value for #title,Improve tab navigation by providing 'details' elements with a default value for #title,https://www.drupal.org/project/drupal/issues/3044440,drupal,Active,Normal,render system,11.x-dev,6 years 8 months,2.4.7,2.4.7,Users relying on keyboard navigation or assistive technologies may encounter difficulty determining the current state of the `#title` element without explicit visual cues. The lack of a clear indication of the default value represents a barrier to understanding and efficient interaction.,"The issue describes a need to make the current state of the `#title` element accessible to keyboard users and screen reader users. The best approach is to use semantic HTML. Implement a `<details>` element with a `<summary>` element containing the `#title` content. This provides a standard, accessible mechanism for revealing and hiding content, and the `summary` element will be announced by screen readers.  The `summary` element's content is the default value."
3273054,Checkboxes of text formats in the filter section on the permissions page have visually hidden labels with links causing hidden focus states,Checkboxes of text formats in the filter section on the permissions page have visually hidden labels with links causing hidden focus states,https://www.drupal.org/project/drupal/issues/3273054,drupal,Active,Normal,user.module,11.x-dev,3 years 8 months,2.4.7,2.4.7,...,...
3272493,[drupalImage] Scroll to last image when uploading multiple images,[drupalImage] Scroll to last image when uploading multiple images,https://www.drupal.org/project/drupal/issues/3272493,drupal,Active,Major,ckeditor5.module,11.x-dev,3 years 8 months,2.4.7,2.4.7,"Users uploading multiple images to Drupal may experience a momentary disorientation or unexpected jump to the final image within the uploaded gallery. This disrupts the user's ability to sequentially review and assess all images, potentially causing confusion and frustration, particularly for users with cognitive disabilities or those relying on keyboard navigation.",This issue likely stems from the Drupal image upload process automatically scrolling to the last uploaded image upon completion.  The recommended solution prioritizes semantic HTML.
3091534,Elements inside system-status-report__entry lose partial focus styling,Elements inside system-status-report__entry lose partial focus styling,https://www.drupal.org/project/drupal/issues/3091534,drupal,Needs work,Normal,Claro theme,11.x-dev,6 years 1 month,2.4.7,2.4.7,"Users may experience reduced visibility of interactive elements within system-status-report__entry components when they receive focus, potentially impacting their ability to navigate and understand the system status report effectively. This issue affects the ability to perceive focus styling, which is crucial for users who navigate using keyboard or assistive technologies.",This issue indicates a problem with CSS styling applied when an element receives focus within a `system-status-report__entry`. The primary solution should be to review and correct the CSS rules specifically targeting focus states within this component.  Ensure that the focus styles are properly layered to avoid being obscured by other elements.
3302103,Settings tray focus trap can inadvertently allow escaping of focus,Settings tray focus trap can inadvertently allow escaping of focus,https://www.drupal.org/project/drupal/issues/3302103,drupal,Active,Normal,settings_tray.module,11.x-dev,3 years 4 months,2.4.7,2.4.7,Users may experience difficulty navigating the settings tray if focus unexpectedly escapes the intended area. This can impede access for keyboard-only users and those utilizing assistive technologies that rely on precise focus management.,"The issue describes a potential problem with the focus trap within the settings tray. Focus traps, by definition, are designed to prevent focus from leaving a specific element or area. The reported behavior suggests the focus trap is not robustly preventing focus from escaping unintended areas."
3191680,Figure out focus state for search form in Olivero,Figure out focus state for search form in Olivero,https://www.drupal.org/project/drupal/issues/3191680,drupal,Active,Normal,Olivero theme,11.x-dev,4 years 11 months,2.4.7,2.4.7,"The Olivero search form lacks a clearly defined focus state. This prevents users who navigate with a keyboard or screen reader from easily identifying the active input field, potentially leading to frustration and difficulty in completing the search.","The issue requires implementation of a visible focus state for the search form. This should be achieved using CSS.  First, ensure the `<input>` element is correctly structured with appropriate labels and potentially an `<label>` for proper screen reader interaction.  Then, apply a CSS rule that changes the appearance of the input element when it receives focus.  A common approach is to modify the `outline` property (e.g., `outline: 2px solid accent-color;`) or add a custom focus state via `:focus` or `:focus-visible` pseudo-classes.  Avoid relying solely on color for the focus state; ensure sufficient contrast ratios are met with any visual modifications.  Prioritize using CSS to manage the focus state – ARIA should only be considered if the HTML structure cannot adequately convey the focus state to assistive technologies. Reference: WAI-ARIA 1.2 Section 3.3.5.1."
3080853,Improve link text on available updates page to address WCAG SC 2.4.9 Link purpose (link only),Improve link text on available updates page to address WCAG SC 2.4.9 Link purpose (link only),https://www.drupal.org/project/drupal/issues/3080853,drupal,Needs work,Normal,update.module,11.x-dev,6 years 3 months,2.4.9,2.4.9,"Users may encounter difficulty in identifying and interacting with update links on the available updates page due to ambiguous or insufficient link text. This violates WCAG 2.2 Success Criterion 2.4.9, which requires links to have clear and understandable purpose.",The issue describes a need for clearer link text on the “available updates” page. The primary solution is to revise the existing link text to clearly and concisely communicate the destination of each link.
3277286,Edge in Windows high contrast mode creates a horizontal scroll in the media library dialog,Edge in Windows high contrast mode creates a horizontal scroll in the media library dialog,https://www.drupal.org/project/drupal/issues/3277286,drupal,Active,Normal,Claro theme,11.x-dev,3 years 7 months,2.4.11,2.4.11,"Users utilizing Windows Edge in high contrast mode experience a horizontal scroll within the media library dialog. This disrupts the intended layout and may impede navigation, particularly for users with motor impairments or those relying on keyboard-only interaction.",
3027229,Modernize tabledrag accessibility.,Modernize tabledrag accessibility.,https://www.drupal.org/project/drupal/issues/3027229,drupal,Active,Normal,javascript,11.x-dev,6 years 11 months,2.5.1,2.5.1,"Users who rely on screen readers may be unable to effectively interact with table drag-and-drop functionality due to a lack of accessible implementation. The current state is unknown, but without proper ARIA attributes and semantic HTML structure, the functionality is likely inaccessible.",This issue requires investigation of the `tabledrag` component's implementation. The primary goal is to ensure users with screen readers can understand and operate the drag-and-drop functionality.
2920006,Research accessibility of drag-and-drop grid interfaces.,Research accessibility of drag-and-drop grid interfaces.,https://www.drupal.org/project/drupal/issues/2920006,drupal,Active,Major,javascript,11.x-dev,8 years 1 month,2.5.1,2.5.1,Users with motor impairments may experience difficulty interacting with drag-and-drop grid interfaces due to the lack of explicit instructions on how to initiate and complete the interaction. This could lead to frustration and exclusion from utilizing the grid functionality.,The issue requires investigation of accessibility for drag-and-drop grid interfaces.  The primary focus should be on leveraging native HTML elements and semantic structure to provide users with an accessible experience.
